fundISINCode,nav,currency,fqNav,fundAssetsSize,returnRatio1D,returnRatio1W,returnRatio1M,returnRatio3M,returnRatio6M,returnRatio1Y,returnRatioYTD,ReturnRatio3Y,returnRatioTotal,sevenRR,unitYield,reportDate
"LU1676121723","9.460000","USD","11.456730","129325104.97","-0.001056","-0.003161","0.002527","-0.009173","-0.007999","0.000637","-0.004210","0.139446","0.145673","","","2022-01-05"
"LU1697875497","11.570000","USD","11.570000","","-0.010265","-0.013640","-0.016992","-0.030176","-0.043011","-0.034224","-0.015319","0.158158","0.157000","","","2022-01-06"
"LU1697875497","11.690000","USD","11.690000","60789594.42","0.000000","-0.002560","-0.005106","-0.021757","-0.033085","-0.027454","-0.005106","0.170170","0.169000","","","2022-01-05"
"LU1706112338","9.990000","USD","11.727850","","-0.010891","-0.013820","-0.017506","-0.030393","-0.043630","-0.034419","-0.015763","0.157488","0.172785","","","2022-01-06"
"LU1706112338","10.100000","USD","11.856980","60789594.42","0.000000","-0.002962","-0.004739","-0.021593","-0.033100","-0.027373","-0.004926","0.170232","0.185698","","","2022-01-05"
"LU1775963454","79.600000","USD","105.069520","","-0.009827","0.014271","0.026170","0.033095","-0.043154","-0.006935","0.006830","0.392969","83.406748","","","2022-01-06"
"LU1819532174","10.573000","USD","11.193120","","-0.000945","-0.001229","0.000441","-0.002406","-0.000735","0.006333","-0.001229","0.114742","0.001008","","","2022-01-06"
"LU1819532174","10.583000","USD","11.203710","419998258.71","-0.001415","-0.001443","0.001955","-0.000804","0.000398","0.006246","-0.000284","0.115796","0.001955","","","2022-01-05"
"LU1858968206","9.560000","USD","10.884920","","0.000000","0.001047","0.005672","-0.000811","-0.001668","0.002843","0.000000","0.092846","0.006727","","","2022-01-06"
"LU1861215975","22.760000","USD","22.760000","","-0.060281","-0.107451","-0.063374","-0.085944","-0.158284","-0.102877","-0.107801","1.944373","-0.750794","","","2022-01-06"
"LU1861215975","24.220000","USD","24.220000","","-0.027700","-0.042688","-0.032748","-0.034675","-0.105613","-0.050940","-0.050568","2.133247","-0.734808","","","2022-01-05"
"LU1887442140","153.030000","HKD","153.030000","","-0.038394","-0.026403","-0.027455","-0.090515","-0.188944","-0.105349","-0.037487","0.764035","0.530300","","","2022-01-06"
"LU1894109211","25.390000","HKD","25.390000","","-0.046922","-0.079739","-0.028320","0.013573","-0.034234","0.053090","-0.078068","1.774863","1.539000","","","2022-01-06"
"LU1894109211","26.640000","HKD","26.640000","6896905542.73","-0.022385","-0.029155","-0.007821","0.060510","0.014471","0.094495","-0.032680","1.911475","1.664000","","","2022-01-05"
"LU2068974737","10.512000","USD","10.512000","","-0.001615","-0.002467","0.002002","-0.006897","-0.019860","-0.011380","-0.002846","0.051200","0.051200","","","2022-01-06"
"LU2068974737","10.529000","USD","10.529000","74387877.98","-0.000664","-0.001044","0.004388","-0.006604","-0.018000","-0.010060","-0.001233","0.052900","0.052900","","","2022-01-05"
"LU2088747725","8.878000","USD","8.878000","","-0.013227","-0.017486","-0.006491","-0.049057","-0.132584","-0.123853","-0.017377","-0.112200","-0.112200","","","2022-01-06"
"LU2088747725","8.997000","USD","8.997000","136630375.65","-0.006186","-0.003434","0.007954","-0.043178","-0.120528","-0.105399","-0.004206","-0.100300","-0.100300","","","2022-01-05"
"LU2088747998","8.039000","USD","8.893120","","-0.013256","-0.017469","-0.006470","-0.049120","-0.132619","-0.126012","-0.017350","-0.110688","-0.110688","","","2022-01-06"
"LU2088747998","8.147000","USD","9.012590","136630375.65","-0.006221","-0.003421","0.007993","-0.043160","-0.120504","-0.105300","-0.004149","-0.098741","-0.098741","","","2022-01-05"
"LU2088748020","7.889000","USD","8.889870","","-0.013258","-0.017477","-0.006400","-0.049085","-0.132580","-0.123820","-0.017233","-0.111013","-0.111013","","","2022-01-06"
"LU2088748020","7.995000","USD","9.009320","136630375.65","-0.006092","-0.003410","0.007961","-0.043120","-0.120456","-0.105219","-0.004028","-0.099068","-0.099068","","","2022-01-05"
"LU2088748293","8.012000","HKD","8.828970","","-0.012449","-0.017184","-0.006139","-0.047200","-0.128666","-0.118285","-0.016943","-0.117103","-0.117103","","","2022-01-06"
"LU2088748293","8.113000","HKD","8.940270","136630375.65","-0.006004","-0.003578","0.008132","-0.041824","-0.117401","-0.100393","-0.004551","-0.105973","-0.105973","","","2022-01-05"
"LU2187417386","11.410000","USD","11.410000","","-0.010408","-0.033051","-0.009549","-0.038753","-0.086469","-0.048374","-0.041176","0.141000","0.141000","","","2022-01-06"
"LU2187417386","11.530000","USD","11.530000","153424309.34","-0.012842","-0.012842","-0.002595","-0.028644","-0.084921","-0.028644","-0.031092","0.153000","0.153000","","","2022-01-05"
"LU2347918265","9.601000","USD","9.811910","","-0.001560","-0.002397","0.002271","-0.006250","-0.019005","-0.018809","-0.002811","-0.018809","-0.018809","","","2022-01-06"
"LU2347918265","9.616000","USD","9.827240","74387877.98","-0.000727","-0.000942","0.004568","-0.006020","-0.017178","-0.017276","-0.001253","-0.017276","-0.017276","","","2022-01-05"
"LU2373661078","9.827000","HKD","9.827000","","-0.000813","-0.002132","0.002653","-0.004155","-0.017300","-0.017300","-0.002436","-0.017300","-0.017300","","","2022-01-06"
"LU2373661078","9.835000","HKD","9.835000","74387877.98","-0.000508","-0.001117","0.004904","-0.004555","-0.016500","-0.016500","-0.001624","-0.016500","-0.016500","","","2022-01-05"
"LU2373661581","9.685000","HKD","9.826730","","-0.000826","-0.002140","0.002698","-0.004173","-0.017327","-0.017327","-0.002446","-0.017327","-0.017327","","","2022-01-06"
"LU2373661581","9.693000","HKD","9.834850","74387877.98","-0.000515","-0.001110","0.004873","-0.004565","-0.016515","-0.016515","-0.001622","-0.016515","-0.016515","","","2022-01-05"
